areaCode,areaName,areaType,date,cumCasesByPublishDate,cumDeaths28DaysByPublishDate,newCasesByPublishDate,newDeaths28DaysByPublishDate
K02000001,United Kingdom,overview,2020-04-03,39282,4518,4672,736
K02000001,United Kingdom,overview,2020-04-02,34610,3782,4522,657
K02000001,United Kingdom,overview,2020-04-01,30088,3125,4567,672
K02000001,United Kingdom,overview,2020-03-31,25521,2453,3250,403
K02000001,United Kingdom,overview,2020-03-30,22271,2050,2665,374
K02000001,United Kingdom,overview,2020-03-29,19606,1676,2502,212
K02000001,United Kingdom,overview,2020-03-28,17104,1464,2556,292
K02000001,United Kingdom,overview,2020-03-27,14548,1172,2890,288
K02000001,United Kingdom,overview,2020-03-26,11658,884,2129,181
K02000001,United Kingdom,overview,2020-03-25,9529,703,1452,191
K02000001,United Kingdom,overview,2020-03-24,8077,512,1427,148
K02000001,United Kingdom,overview,2020-03-23,6650,364,967,76
K02000001,United Kingdom,overview,2020-03-22,5683,288,665,36
K02000001,United Kingdom,overview,2020-03-21,5018,252,1035,58
K02000001,United Kingdom,overview,2020-03-20,3983,194,714,32
K02000001,United Kingdom,overview,2020-03-19,3269,162,643,46
K02000001,United Kingdom,overview,2020-03-18,2626,116,676,34
K02000001,United Kingdom,overview,2020-03-17,1950,82,407,17
K02000001,United Kingdom,overview,2020-03-16,1543,65,152,22
K02000001,United Kingdom,overview,2020-03-15,1391,43,330,14
K02000001,United Kingdom,overview,2020-03-14,1061,29,264,19
K02000001,United Kingdom,overview,2020-03-13,797,10,207,1
K02000001,United Kingdom,overview,2020-03-12,590,9,134,2
K02000001,United Kingdom,overview,2020-03-11,456,7,83,0
K02000001,United Kingdom,overview,2020-03-10,373,7,52,4
K02000001,United Kingdom,overview,2020-03-09,321,3,50,1
K02000001,United Kingdom,overview,2020-03-08,271,2,65,0
K02000001,United Kingdom,overview,2020-03-07,206,2,46,1
K02000001,United Kingdom,overview,2020-03-06,160,1,46,1
K02000001,United Kingdom,overview,2020-03-05,114,,29,
K02000001,United Kingdom,overview,2020-03-04,85,,34,
K02000001,United Kingdom,overview,2020-03-03,51,,11,
K02000001,United Kingdom,overview,2020-03-02,40,,5,
K02000001,United Kingdom,overview,2020-03-01,35,,12,
K02000001,United Kingdom,overview,2020-02-29,23,,4,
K02000001,United Kingdom,overview,2020-02-28,19,,6,
K02000001,United Kingdom,overview,2020-02-27,13,,0,
K02000001,United Kingdom,overview,2020-02-26,13,,0,
K02000001,United Kingdom,overview,2020-02-25,13,,0,
K02000001,United Kingdom,overview,2020-02-24,13,,4,
K02000001,United Kingdom,overview,2020-02-23,9,,0,
K02000001,United Kingdom,overview,2020-02-22,9,,0,
K02000001,United Kingdom,overview,2020-02-21,9,,0,
K02000001,United Kingdom,overview,2020-02-20,9,,0,
K02000001,United Kingdom,overview,2020-02-19,9,,0,
K02000001,United Kingdom,overview,2020-02-18,9,,0,
K02000001,United Kingdom,overview,2020-02-17,9,,0,
K02000001,United Kingdom,overview,2020-02-16,9,,0,
K02000001,United Kingdom,overview,2020-02-15,9,,0,
K02000001,United Kingdom,overview,2020-02-14,9,,0,
K02000001,United Kingdom,overview,2020-02-13,9,,1,
K02000001,United Kingdom,overview,2020-02-12,8,,0,
K02000001,United Kingdom,overview,2020-02-11,8,,0,
K02000001,United Kingdom,overview,2020-02-10,8,,4,
K02000001,United Kingdom,overview,2020-02-09,4,,1,
K02000001,United Kingdom,overview,2020-02-08,3,,0,
K02000001,United Kingdom,overview,2020-02-07,3,,0,
K02000001,United Kingdom,overview,2020-02-06,3,,1,
K02000001,United Kingdom,overview,2020-02-05,2,,0,
K02000001,United Kingdom,overview,2020-02-04,2,,0,
K02000001,United Kingdom,overview,2020-02-03,2,,0,
K02000001,United Kingdom,overview,2020-02-02,2,,0,
K02000001,United Kingdom,overview,2020-02-01,2,,0,
K02000001,United Kingdom,overview,2020-01-31,2,,2,
